answer,candidate_clue,source_type,source_id,source_ref,reasons
VANIVILLE,Location: region Kalos; listed in Gen VI; 0 named areas; location index #587.,location,587,https://pokeapi.co/api/v2/location/587/,disallowed_pattern
VEILSTONE,Location: region Sinnoh; listed in Gen IV; 1 named area; location index #170.,location,170,https://pokeapi.co/api/v2/location/170/,disallowed_pattern
VERMILION,Location: region Kanto; listed in Gen IV; 2 named areas; location index #151.,location,151,https://pokeapi.co/api/v2/location/151/,disallowed_pattern
WATER PATH,Location: region Kanto; 1 named area; location index #516.,location,516,https://pokeapi.co/api/v2/location/516/,disallowed_pattern
WHITE GATE,Location: region Unova; listed in Gen V; 0 named areas; location index #425.,location,425,https://pokeapi.co/api/v2/location/425/,disallowed_pattern
WI FI EVENT,Location: region the Pokémon world; listed in Gen IV; 0 named areas; location index #337.,location,337,https://pokeapi.co/api/v2/location/337/,disallowed_pattern
APPLE HILLS,Location: region Paldea; 0 named areas; location index #1058.,location,1058,https://pokeapi.co/api/v2/location/1058/,disallowed_pattern
BATTLE HALL,Location: region Sinnoh; listed in Gen IV; 0 named areas; location index #218.,location,218,https://pokeapi.co/api/v2/location/218/,disallowed_pattern
BATTLE PARK,Location: region Sinnoh; listed in Gen IV; 0 named areas; location index #213.,location,213,https://pokeapi.co/api/v2/location/213/,disallowed_pattern
BATTLE TREE,Location: region Alola; listed in Gen VII; 0 named areas; location index #795.,location,795,https://pokeapi.co/api/v2/location/795/,disallowed_pattern
BIKE YELLOW,Unused item: XXX new effect for this item--this item (seen in Gen VII to Gen VIII).,item,929,https://pokeapi.co/api/v2/item/929/,disallowed_pattern
BLACKTHORN,Location: region Johto; listed in Gen IV; 1 named area; location index #65.,location,65,https://pokeapi.co/api/v2/location/65/,disallowed_pattern
BLACK TOWER,Location: region Unova; listed in Gen V; 0 named areas; location index #553.,location,553,https://pokeapi.co/api/v2/location/553/,disallowed_pattern
BOND BRIDGE,Location: region Kanto; 1 named area; location index #508.,location,508,https://pokeapi.co/api/v2/location/508/,disallowed_pattern
BRAVA ARENA,Location: region Hisui; 1 named area; location index #962.,location,962,https://pokeapi.co/api/v2/location/962/,disallowed_pattern
BRIDGE GATE,Location: region Unova; listed in Gen V; 0 named areas; location index #426.,location,426,https://pokeapi.co/api/v2/location/426/,disallowed_pattern
CASCARRAFA,Location: region Paldea; 0 named areas; location index #824.,location,824,https://pokeapi.co/api/v2/location/824/,disallowed_pattern
CIRCHESTER,Location: region Galar; 1 named area; location index #886.,location,886,https://pokeapi.co/api/v2/location/886/,disallowed_pattern
CLAY TUNNEL,Location: region Unova; listed in Gen V; 1 named area; location index #551.,location,551,https://pokeapi.co/api/v2/location/551/,disallowed_pattern
DENDEMILLE,Location: region Kalos; listed in Gen VI; 0 named areas; location index #637.,location,637,https://pokeapi.co/api/v2/location/637/,disallowed_pattern
DERNIRE WAY,Location: region Kalos; listed in Gen VI; 0 named areas; location index #654.,location,654,https://pokeapi.co/api/v2/location/654/,disallowed_pattern
DRAGONS DEN,Location: region Johto; listed in Gen IV; 1 named area; location index #74.,location,74,https://pokeapi.co/api/v2/location/74/,disallowed_pattern
DREADED DEN,Location: region Paldea; 0 named areas; location index #1061.,location,1061,https://pokeapi.co/api/v2/location/1061/,disallowed_pattern
EEVIUM Z BAG,Unused item: XXX new effect for this item-z--this item (seen in Gen VII to Gen VIII).,item,964,https://pokeapi.co/api/v2/item/964/,disallowed_pattern
EVER GRANDE,Location: region Hoenn; listed in Gen VI; 1 named area; location index #434.,location,434,https://pokeapi.co/api/v2/location/434/,disallowed_pattern
FABLED CAVE,Location: region Hoenn; listed in Gen VI; 1 named area; location index #703.,location,703,https://pokeapi.co/api/v2/location/703/,disallowed_pattern
FIRIUM Z BAG,Unused item: XXX new effect for this item-z--this item (seen in Gen VII to Gen VIII).,item,939,https://pokeapi.co/api/v2/item/939/,disallowed_pattern
FIVE ISLAND,Location: region Kanto; 1 named area; location index #528.,location,528,https://pokeapi.co/api/v2/location/528/,disallowed_pattern
FOUR ISLAND,Location: region Kanto; 1 named area; location index #527.,location,527,https://pokeapi.co/api/v2/location/527/,disallowed_pattern
GALACTIC HQ,Location: region Sinnoh; listed in Gen IV; 0 named areas; location index #181.,location,181,https://pokeapi.co/api/v2/location/181/,disallowed_pattern
GAPEJAW BOG,Location: region Hisui; 1 named area; location index #981.,location,981,https://pokeapi.co/api/v2/location/981/,disallowed_pattern
GIANT CHASM,Location: region Unova; listed in Gen V; 4 named areas; location index #403.,location,403,https://pokeapi.co/api/v2/location/403/,disallowed_pattern
GIANTS FOOT,Location: region Galar; 1 named area; location index #901.,location,901,https://pokeapi.co/api/v2/location/901/,disallowed_pattern
GIANTS SEAT,Location: region Galar; 1 named area; location index #903.,location,903,https://pokeapi.co/api/v2/location/903/,disallowed_pattern
GNARLED DEN,Location: region Hoenn; listed in Gen VI; 1 named area; location index #704.,location,704,https://pokeapi.co/api/v2/location/704/,disallowed_pattern
GREAT MARSH,Location: region Sinnoh; listed in Gen IV; 6 named areas; location index #11.,location,11,https://pokeapi.co/api/v2/location/11/,disallowed_pattern
GREEN PETAL,Unused item: XXX new effect for this item (seen in Gen VII to Gen VIII).,item,984,https://pokeapi.co/api/v2/item/984/,disallowed_pattern
HEARTS CRAG,Location: region Hisui; 1 named area; location index #987.,location,987,https://pokeapi.co/api/v2/location/987/,disallowed_pattern
ILEX FOREST,Location: region Johto; listed in Gen IV; 1 named area; location index #78.,location,78,https://pokeapi.co/api/v2/location/78/,disallowed_pattern
INSULAR SEA,Location: region Galar; 1 named area; location index #911.,location,911,https://pokeapi.co/api/v2/location/911/,disallowed_pattern
IRON ISLAND,Location: region Sinnoh; listed in Gen IV; 7 named areas; location index #24.,location,24,https://pokeapi.co/api/v2/location/24/,disallowed_pattern
ISLAND CAVE,Location: region Hoenn; listed in Gen VI; 1 named area; location index #581.,location,581,https://pokeapi.co/api/v2/location/581/,disallowed_pattern
JAGGED PASS,Location: region Hoenn; listed in Gen VI; 1 named area; location index #439.,location,439,https://pokeapi.co/api/v2/location/439/,disallowed_pattern
JOIN AVENUE,Location: region Unova; listed in Gen V; 0 named areas; location index #535.,location,535,https://pokeapi.co/api/v2/location/535/,disallowed_pattern
JUBILIFE TV,Location: region Sinnoh; listed in Gen IV; 0 named areas; location index #193.,location,193,https://pokeapi.co/api/v2/location/193/,disallowed_pattern
KINDLE ROAD,Location: region Kanto; 1 named area; location index #505.,location,505,https://pokeapi.co/api/v2/location/505/,disallowed_pattern
LAKE ACUITY,Location: region Sinnoh; listed in Gen IV; 2 named areas; location index #28.,location,28,https://pokeapi.co/api/v2/location/28/,disallowed_pattern
LAKE OF RAGE,Location: region Johto; listed in Gen IV; 1 named area; location index #79.,location,79,https://pokeapi.co/api/v2/location/79/,disallowed_pattern
LAKE VERITY,Location: region Sinnoh; listed in Gen IV; 2 named areas; location index #26.,location,26,https://pokeapi.co/api/v2/location/26/,disallowed_pattern
LITTLEROOT,Location: region Hoenn; listed in Gen VI; 1 named area; location index #567.,location,567,https://pokeapi.co/api/v2/location/567/,disallowed_pattern
LOOP LAGOON,Location: region Galar; 2 named areas; location index #915.,location,915,https://pokeapi.co/api/v2/location/915/,disallowed_pattern
LUSH JUNGLE,Location: region Alola; listed in Gen VII; 5 named areas; location index #750.,location,750,https://pokeapi.co/api/v2/location/750/,disallowed_pattern
MARINE CAVE,Location: region Hoenn; 1 named area; location index #804.,location,804,https://pokeapi.co/api/v2/location/804/,disallowed_pattern
MARINE TUBE,Location: region Unova; listed in Gen V; 0 named areas; location index #557.,location,557,https://pokeapi.co/api/v2/location/557/,disallowed_pattern
MASTER DOJO,Location: region Galar; 1 named area; location index #916.,location,916,https://pokeapi.co/api/v2/location/916/,disallowed_pattern
MIRAGE CAVE,Location: region Hoenn; listed in Gen VI; 0 named areas; location index #698.,location,698,https://pokeapi.co/api/v2/location/698/,disallowed_pattern
MIRROR MOVE,"Gen I status this move: Uses the target’s last used this move. (PP 20, Priority 0, Target selected Pokémon).",move,119,https://pokeapi.co/api/v2/move/119/,answer_fragment_leak
MISTRALTON,Location: region Unova; listed in Gen V; 0 named areas; location index #353.,location,353,https://pokeapi.co/api/v2/location/353/,disallowed_pattern
OLD CHATEAU,Location: region Sinnoh; listed in Gen IV; 9 named areas; location index #25.,location,25,https://pokeapi.co/api/v2/location/25/,disallowed_pattern
PACIFIDLOG,Location: region Hoenn; listed in Gen VI; 1 named area; location index #485.,location,485,https://pokeapi.co/api/v2/location/485/,disallowed_pattern
PALAIS LANE,Location: region Kalos; listed in Gen VI; 0 named areas; location index #607.,location,607,https://pokeapi.co/api/v2/location/607/,disallowed_pattern
PC YOKOHAMA,Location: region the Pokémon world; listed in Gen IV; 0 named areas; location index #323.,location,323,https://pokeapi.co/api/v2/location/323/,disallowed_pattern
POKE PELAGO,Location: region Alola; 3 named areas; location index #1052.,location,1052,https://pokeapi.co/api/v2/location/1052/,disallowed_pattern
POKEWALKER,Location: region Johto; listed in Gen IV; 0 named areas; location index #249.,location,249,https://pokeapi.co/api/v2/location/249/,disallowed_pattern
POLAR BIOME,Location: region Paldea; 0 named areas; location index #1083.,location,1083,https://pokeapi.co/api/v2/location/1083/,disallowed_pattern
POLAR PLAZA,Location: region Paldea; 0 named areas; location index #1084.,location,1084,https://pokeapi.co/api/v2/location/1084/,disallowed_pattern
PONI MEADOW,Location: region Alola; listed in Gen VII; 1 named area; location index #780.,location,780,https://pokeapi.co/api/v2/location/780/,disallowed_pattern
PONI PLAINS,Location: region Alola; listed in Gen VII; 4 named areas; location index #785.,location,785,https://pokeapi.co/api/v2/location/785/,disallowed_pattern
POWER PLANT,Location: region Kanto; listed in Gen IV; 1 named area; location index #158.,location,158,https://pokeapi.co/api/v2/location/158/,disallowed_pattern
PRISM TOWER,Location: region Kalos; listed in Gen VI; 0 named areas; location index #600.,location,600,https://pokeapi.co/api/v2/location/600/,disallowed_pattern
RADIO TOWER,Location: region Johto; listed in Gen IV; 0 named areas; location index #252.,location,252,https://pokeapi.co/api/v2/location/252/,disallowed_pattern
RIVIRE WALK,Location: region Kalos; listed in Gen VI; 0 named areas; location index #610.,location,610,https://pokeapi.co/api/v2/location/610/,disallowed_pattern
ROCK TUNNEL,Location: region Kanto; listed in Gen IV; 3 named areas; location index #87.,location,87,https://pokeapi.co/api/v2/location/87/,disallowed_pattern
ROTOMS ROOM,Location: region Sinnoh; listed in Gen IV; 0 named areas; location index #223.,location,223,https://pokeapi.co/api/v2/location/223/,disallowed_pattern
ROYAL UNOVA,Location: region this location; listed in Gen V; 0 named areas; location index #388.,location,388,https://pokeapi.co/api/v2/location/388/,disallowed_pattern
RUIN VALLEY,Location: region Kanto; 1 named area; location index #517.,location,517,https://pokeapi.co/api/v2/location/517/,disallowed_pattern
SANDS REACH,Location: region Hisui; 1 named area; location index #1013.,location,1013,https://pokeapi.co/api/v2/location/1013/,disallowed_pattern
SCARLET BOG,Location: region Hisui; 1 named area; location index #1015.,location,1015,https://pokeapi.co/api/v2/location/1015/,disallowed_pattern
SECRET BASE,Location: region Hoenn; listed in Gen VI; 0 named areas; location index #585.,location,585,https://pokeapi.co/api/v2/location/585/,disallowed_pattern
SHADY HOUSE,Location: region Alola; listed in Gen VII; 0 named areas; location index #776.,location,776,https://pokeapi.co/api/v2/location/776/,disallowed_pattern
SINNOH CAFE,Location: region this location; listed in Gen IV; 0 named areas; location index #210.,location,210,https://pokeapi.co/api/v2/location/210/,disallowed_pattern
SOOTOPOLIS,Location: region Hoenn; listed in Gen VI; 1 named area; location index #433.,location,433,https://pokeapi.co/api/v2/location/433/,disallowed_pattern
SPACE WORLD,Location: region the Pokémon this location; listed in Gen IV; 0 named areas; location index #281.,location,281,https://pokeapi.co/api/v2/location/281/,disallowed_pattern
SPRING PATH,Location: region Sinnoh; listed in Gen IV; 0 named areas; location index #17.,location,17,https://pokeapi.co/api/v2/location/17/,disallowed_pattern
STOW ON SIDE,Location: region Galar; 1 named area; location index #939.,location,939,https://pokeapi.co/api/v2/location/939/,disallowed_pattern
SURGE BADGE,Unused item: XXX new effect for this item (seen in Gen VII to Gen VIII).,item,988,https://pokeapi.co/api/v2/item/988/,disallowed_pattern
TOHJO FALLS,Location: region Johto; listed in Gen IV; 1 named area; location index #140.,location,140,https://pokeapi.co/api/v2/location/140/,disallowed_pattern
ULTRA SPACE,Location: region Alola; listed in Gen VII; 11 named areas; location index #797.,location,797,https://pokeapi.co/api/v2/location/797/,disallowed_pattern
UNDELLA BAY,Location: region Unova; listed in Gen V; 1 named area; location index #413.,location,413,https://pokeapi.co/api/v2/location/413/,disallowed_pattern
UNDERWATER,Location: region Hoenn; 0 named areas; location index #575.,location,575,https://pokeapi.co/api/v2/location/575/,disallowed_pattern
UNITY TOWER,Location: region Unova; listed in Gen V; 0 named areas; location index #394.,location,394,https://pokeapi.co/api/v2/location/394/,disallowed_pattern
UVA ACADEMY,Location: region Paldea; 0 named areas; location index #1057.,location,1057,https://pokeapi.co/api/v2/location/1057/,disallowed_pattern
VERDANTURF,Location: region Hoenn; listed in Gen VI; 1 named area; location index #571.,location,571,https://pokeapi.co/api/v2/location/571/,disallowed_pattern
WEDGEHURST,Location: region Galar; 1 named area; location index #948.,location,948,https://pokeapi.co/api/v2/location/948/,disallowed_pattern
WORKOUT SEA,Location: region Galar; 1 named area; location index #950.,location,950,https://pokeapi.co/api/v2/location/950/,disallowed_pattern
WORN BRIDGE,Location: region Hisui; 1 named area; location index #1040.,location,1040,https://pokeapi.co/api/v2/location/1040/,disallowed_pattern
Z POWER RING,Unused item: XXX new effect for this item (seen in Gen VII to Gen VIII).,item,979,https://pokeapi.co/api/v2/item/979/,disallowed_pattern
ZUBAT ROOST,Location: region Kalos; listed in Gen VI; 0 named areas; location index #673.,location,673,https://pokeapi.co/api/v2/location/673/,disallowed_pattern
AKALA MEADOW,Location: region Alola; listed in Gen VII; 0 named areas; location index #739.,location,739,https://pokeapi.co/api/v2/location/739/,disallowed_pattern
AMITY SQUARE,Location: region Sinnoh; listed in Gen IV; 0 named areas; location index #174.,location,174,https://pokeapi.co/api/v2/location/174/,disallowed_pattern
ANCIENT TOMB,Location: region Hoenn; listed in Gen VI; 1 named area; location index #583.,location,583,https://pokeapi.co/api/v2/location/583/,disallowed_pattern
ANISTAR GATE,Location: region Kalos; listed in Gen VI; 0 named areas; location index #669.,location,669,https://pokeapi.co/api/v2/location/669/,disallowed_pattern
ARTISAN CAVE,Location: region Hoenn; 1 named area; location index #489.,location,489,https://pokeapi.co/api/v2/location/489/,disallowed_pattern
ASADO DESERT,Location: region Paldea; 0 named areas; location index #850.,location,850,https://pokeapi.co/api/v2/location/850/,disallowed_pattern
AVANCE TRAIL,Location: region Kalos; listed in Gen VI; 0 named areas; location index #592.,location,592,https://pokeapi.co/api/v2/location/592/,disallowed_pattern
BATTLE TOWER,Location: region Galar; 1 named area; location index #881.,location,881,https://pokeapi.co/api/v2/location/881/,disallowed_pattern
BERRY FIELDS,Location: region Alola; listed in Gen VII; 1 named area; location index #728.,location,728,https://pokeapi.co/api/v2/location/728/,disallowed_pattern
BERRY FOREST,Location: region Kanto; 1 named area; location index #501.,location,501,https://pokeapi.co/api/v2/location/501/,disallowed_pattern
BIRTH ISLAND,Location: region Kanto; 1 named area; location index #810.,location,810,https://pokeapi.co/api/v2/location/810/,disallowed_pattern
BRIDGE FIELD,Location: region Galar; 1 named area; location index #883.,location,883,https://pokeapi.co/api/v2/location/883/,disallowed_pattern
BURNED TOWER,Location: region Johto; listed in Gen IV; 2 named areas; location index #66.,location,66,https://pokeapi.co/api/v2/location/66/,disallowed_pattern
CANYON BIOME,Location: region Paldea; 0 named areas; location index #1076.,location,1076,https://pokeapi.co/api/v2/location/1076/,disallowed_pattern
CANYON PLAZA,Location: region Paldea; 0 named areas; location index #1077.,location,1077,https://pokeapi.co/api/v2/location/1077/,disallowed_pattern
CAVE OF BEING,Location: region Unova; listed in Gen V; 0 named areas; location index #555.,location,555,https://pokeapi.co/api/v2/location/555/,disallowed_pattern
CHERRYGROVE,Location: region Johto; listed in Gen IV; 1 named area; location index #69.,location,69,https://pokeapi.co/api/v2/location/69/,disallowed_pattern
COLD STORAGE,Location: region Unova; listed in Gen V; 1 named area; location index #378.,location,378,https://pokeapi.co/api/v2/location/378/,disallowed_pattern
CONTEST HALL,Location: region Sinnoh; listed in Gen IV; 0 named areas; location index #200.,location,200,https://pokeapi.co/api/v2/location/200/,disallowed_pattern
CROWN SHRINE,Location: region Galar; 1 named area; location index #888.,location,888,https://pokeapi.co/api/v2/location/888/,disallowed_pattern
CRYSTAL POOL,Location: region Paldea; 0 named areas; location index #1060.,location,1060,https://pokeapi.co/api/v2/location/1060/,disallowed_pattern
DESERT RUINS,Location: region Hoenn; listed in Gen VI; 1 named area; location index #582.,location,582,https://pokeapi.co/api/v2/location/582/,disallowed_pattern
DISTANT LAND,Location: region the Pokémon world; listed in Gen IV; 0 named areas; location index #260.,location,260,https://pokeapi.co/api/v2/location/260/,disallowed_pattern
DROPPED ITEM,Plot Advancement this item: Returned to Curtis or Yancy as part of a sidequest. (seen in Gen V to Gen VIII).,item,679,https://pokeapi.co/api/v2/item/679/,answer_fragment_leak
FAIRIUM Z BAG,Unused item: XXX new effect for this item-z--this item (seen in Gen VII to Gen VIII).,item,955,https://pokeapi.co/api/v2/item/955/,disallowed_pattern
FREEZINGTON,Location: region Galar; 1 named area; location index #895.,location,895,https://pokeapi.co/api/v2/location/895/,disallowed_pattern
FROST CAVERN,Location: region Kalos; listed in Gen VI; 5 named areas; location index #640.,location,640,https://pokeapi.co/api/v2/location/640/,disallowed_pattern
GEAR STATION,Location: region Unova; listed in Gen V; 0 named areas; location index #389.,location,389,https://pokeapi.co/api/v2/location/389/,disallowed_pattern
GLACIER ROOM,Location: region Unova; listed in Gen V; 1 named area; location index #564.,location,564,https://pokeapi.co/api/v2/location/564/,disallowed_pattern
GRANITE CAVE,Location: region Hoenn; listed in Gen VI; 4 named areas; location index #437.,location,437,https://pokeapi.co/api/v2/location/437/,disallowed_pattern
HAINA DESERT,Location: region Alola; listed in Gen VII; 1 named area; location index #764.,location,764,https://pokeapi.co/api/v2/location/764/,disallowed_pattern
HAMMERLOCKE,Location: region Galar; 1 named area; location index #905.,location,905,https://pokeapi.co/api/v2/location/905/,disallowed_pattern
HEAHEA BEACH,Location: region Alola; 1 named area; location index #1047.,location,1047,https://pokeapi.co/api/v2/location/1047/,disallowed_pattern
HEIGHTS CAMP,Location: region Hisui; 1 named area; location index #989.,location,989,https://pokeapi.co/api/v2/location/989/,disallowed_pattern
HIDEAWAY BAY,Location: region Hisui; 1 named area; location index #990.,location,990,https://pokeapi.co/api/v2/location/990/,disallowed_pattern
ICEFALL CAVE,Location: region Kanto; 4 named areas; location index #502.,location,502,https://pokeapi.co/api/v2/location/502/,disallowed_pattern
INLET GROTTO,Location: region Paldea; 0 named areas; location index #836.,location,836,https://pokeapi.co/api/v2/location/836/,disallowed_pattern
LAVERRE GATE,Location: region Kalos; listed in Gen VI; 0 named areas; location index #668.,location,668,https://pokeapi.co/api/v2/location/668/,disallowed_pattern
LOVELY PLACE,Location: region the Pokémon world; listed in Gen IV; 0 named areas; location index #265.,location,265,https://pokeapi.co/api/v2/location/265/,disallowed_pattern
LUMIOSE GATE,Location: region Kalos; listed in Gen VI; 0 named areas; location index #665.,location,665,https://pokeapi.co/api/v2/location/665/,disallowed_pattern
LUNKERS LAIR,Location: region Hisui; 1 named area; location index #1003.,location,1003,https://pokeapi.co/api/v2/location/1003/,disallowed_pattern
MAHALO TRAIL,Location: region Alola; listed in Gen VII; 1 named area; location index #720.,location,720,https://pokeapi.co/api/v2/location/720/,disallowed_pattern
MALIE GARDEN,Location: region Alola; listed in Gen VII; 1 named area; location index #769.,location,769,https://pokeapi.co/api/v2/location/769/,disallowed_pattern
MELEMELE SEA,Location: region Alola; listed in Gen VII; 1 named area; location index #715.,location,715,https://pokeapi.co/api/v2/location/715/,disallowed_pattern
MENHIR TRAIL,Location: region Kalos; listed in Gen VI; 0 named areas; location index #619.,location,619,https://pokeapi.co/api/v2/location/619/,disallowed_pattern
METEOR FALLS,Location: region Hoenn; listed in Gen VI; 4 named areas; location index #435.,location,435,https://pokeapi.co/api/v2/location/435/,disallowed_pattern
MEWNIUM Z BAG,Unused item: XXX new effect for this item-z--this item (seen in Gen VII to Gen VIII).,item,965,https://pokeapi.co/api/v2/item/965/,disallowed_pattern
MIRAGE TOWER,Location: region Hoenn; 1 named area; location index #487.,location,487,https://pokeapi.co/api/v2/location/487/,disallowed_pattern
MOLTEN ARENA,Location: region Hisui; 1 named area; location index #1004.,location,1004,https://pokeapi.co/api/v2/location/1004/,disallowed_pattern
MONTENEVERA,Location: region Paldea; 0 named areas; location index #827.,location,827,https://pokeapi.co/api/v2/location/827/,disallowed_pattern
MYSTERY ZONE,Location: region the Pokémon world; listed in Gen IV to Gen VII; 0 named areas; location index #264.,location,264,https://pokeapi.co/api/v2/location/264/,disallowed_pattern
NACRENE GATE,Location: region Unova; listed in Gen V; 0 named areas; location index #420.,location,420,https://pokeapi.co/api/v2/location/420/,disallowed_pattern
NEW MAUVILLE,Location: region Hoenn; listed in Gen VI; 2 named areas; location index #446.,location,446,https://pokeapi.co/api/v2/location/446/,disallowed_pattern
NIMBASA GATE,Location: region Unova; listed in Gen V; 0 named areas; location index #422.,location,422,https://pokeapi.co/api/v2/location/422/,disallowed_pattern
OLD CEMETERY,Location: region Galar; 1 named area; location index #922.,location,922,https://pokeapi.co/api/v2/location/922/,disallowed_pattern
ONI MOUNTAIN,Location: region Paldea; 0 named areas; location index #1070.,location,1070,https://pokeapi.co/api/v2/location/1070/,disallowed_pattern
ORANGE PETAL,Unused item: XXX new effect for this item (seen in Gen VII to Gen VIII).,item,981,https://pokeapi.co/api/v2/item/981/,disallowed_pattern
PARTERRE WAY,Location: region Kalos; listed in Gen VI; 0 named areas; location index #598.,location,598,https://pokeapi.co/api/v2/location/598/,disallowed_pattern
PATTERN BUSH,Location: region Kanto; 1 named area; location index #503.,location,503,https://pokeapi.co/api/v2/location/503/,disallowed_pattern
PLEDGE GROVE,Location: region Unova; listed in Gen V; 0 named areas; location index #566.,location,566,https://pokeapi.co/api/v2/location/566/,disallowed_pattern
POFFIN HOUSE,Location: region Sinnoh; listed in Gen IV; 0 named areas; location index #201.,location,201,https://pokeapi.co/api/v2/location/201/,disallowed_pattern
PURPLE PETAL,Unused item: XXX new effect for this item (seen in Gen VII to Gen VIII).,item,986,https://pokeapi.co/api/v2/item/986/,disallowed_pattern
RAVAGED PATH,Location: region Sinnoh; listed in Gen IV; 1 named area; location index #14.,location,14,https://pokeapi.co/api/v2/location/14/,disallowed_pattern
RELIC CASTLE,Location: region Unova; listed in Gen V; 4 named areas; location index #377.,location,377,https://pokeapi.co/api/v2/location/377/,disallowed_pattern
RIXY CHAMBER,Location: region Kanto; 1 named area; location index #496.,location,496,https://pokeapi.co/api/v2/location/496/,disallowed_pattern
ROCKIUM Z BAG,Unused item: XXX new effect for this item-z--this item (seen in Gen VII to Gen VIII).,item,950,https://pokeapi.co/api/v2/item/950/,disallowed_pattern
ROTO BARGAIN,Unused item: XXX new effect for this item (seen in Gen VII to Gen VIII).,item,996,https://pokeapi.co/api/v2/item/996/,disallowed_pattern
ROTO STEALTH,Unused item: XXX new effect for this item (seen in Gen VII to Gen VIII).,item,1001,https://pokeapi.co/api/v2/item/1001/,disallowed_pattern
ROYAL AVENUE,Location: region Alola; listed in Gen VII; 1 named area; location index #743.,location,743,https://pokeapi.co/api/v2/location/743/,disallowed_pattern
RUINS OF ALPH,Location: region Johto; listed in Gen IV; 5 named areas; location index #135.,location,135,https://pokeapi.co/api/v2/location/135/,disallowed_pattern
RUINS OF HOPE,Location: region Alola; listed in Gen VII; 1 named area; location index #792.,location,792,https://pokeapi.co/api/v2/location/792/,disallowed_pattern
RUINS OF LIFE,Location: region Alola; listed in Gen VII; 1 named area; location index #751.,location,751,https://pokeapi.co/api/v2/location/751/,disallowed_pattern
SACRED PLAZA,Location: region Hisui; 1 named area; location index #1012.,location,1012,https://pokeapi.co/api/v2/location/1012/,disallowed_pattern
SEA MAUVILLE,Location: region Hoenn; listed in Gen VI; 3 named areas; location index #693.,location,693,https://pokeapi.co/api/v2/location/693/,disallowed_pattern
SEASIDE CAVE,Location: region Unova; listed in Gen V; 2 named areas; location index #554.,location,554,https://pokeapi.co/api/v2/location/554/,disallowed_pattern
SEAWARD CAVE,Location: region Alola; listed in Gen VII; 1 named area; location index #727.,location,727,https://pokeapi.co/api/v2/location/727/,disallowed_pattern
SECRET ISLET,Location: region Hoenn; listed in Gen VI; 0 named areas; location index #706.,location,706,https://pokeapi.co/api/v2/location/706/,disallowed_pattern
SECRET SHORE,Location: region Hoenn; listed in Gen VI; 0 named areas; location index #708.,location,708,https://pokeapi.co/api/v2/location/708/,disallowed_pattern
SEVEN ISLAND,Location: region Kanto; 0 named areas; location index #809.,location,809,https://pokeapi.co/api/v2/location/809/,disallowed_pattern
SHALOUR GATE,Location: region Kalos; listed in Gen VI; 0 named areas; location index #666.,location,666,https://pokeapi.co/api/v2/location/666/,disallowed_pattern
SINJOH RUINS,Location: region Johto; listed in Gen IV; 1 named area; location index #247.,location,247,https://pokeapi.co/api/v2/location/247/,disallowed_pattern
SINNOH VILLA,Location: region this location; listed in Gen IV; 0 named areas; location index #221.,location,221,https://pokeapi.co/api/v2/location/221/,disallowed_pattern
SLUDGE MOUND,Location: region Hisui; 1 named area; location index #1019.,location,1019,https://pokeapi.co/api/v2/location/1019/,disallowed_pattern
SPEAR PILLAR,Location: region Sinnoh; listed in Gen IV; 1 named area; location index #172.,location,172,https://pokeapi.co/api/v2/location/172/,disallowed_pattern
SPROUT TOWER,Location: region Johto; listed in Gen IV; 2 named areas; location index #138.,location,138,https://pokeapi.co/api/v2/location/138/,disallowed_pattern
TANOBY RUINS,Location: region Kanto; 1 named area; location index #521.,location,521,https://pokeapi.co/api/v2/location/521/,disallowed_pattern
THREE ISLAND,Location: region Kanto; 0 named areas; location index #806.,location,806,https://pokeapi.co/api/v2/location/806/,disallowed_pattern
TOMBOLO WALK,Location: region Hisui; 1 named area; location index #1030.,location,1030,https://pokeapi.co/api/v2/location/1030/,disallowed_pattern
ULAULA BEACH,Location: region Alola; 1 named area; location index #1049.,location,1049,https://pokeapi.co/api/v2/location/1049/,disallowed_pattern
UNDELLA GATE,Location: region Unova; listed in Gen V; 0 named areas; location index #419.,location,419,https://pokeapi.co/api/v2/location/419/,disallowed_pattern
VALOR CAVERN,Location: region Sinnoh; listed in Gen IV; 0 named areas; location index #191.,location,191,https://pokeapi.co/api/v2/location/191/,disallowed_pattern
VERSANT ROAD,Location: region Kalos; listed in Gen VI; 0 named areas; location index #603.,location,603,https://pokeapi.co/api/v2/location/603/,disallowed_pattern
VIRBANK GATE,Location: region Unova; listed in Gen V; 0 named areas; location index #558.,location,558,https://pokeapi.co/api/v2/location/558/,disallowed_pattern
WAYWARD CAVE,Location: region Sinnoh; listed in Gen IV; 2 named areas; location index #20.,location,20,https://pokeapi.co/api/v2/location/20/,disallowed_pattern
WAYWARD WOOD,Location: region Hisui; 1 named area; location index #1036.,location,1036,https://pokeapi.co/api/v2/location/1036/,disallowed_pattern
WHITE FOREST,Location: region Unova; listed in Gen V; 0 named areas; location index #393.,location,393,https://pokeapi.co/api/v2/location/393/,disallowed_pattern
YELLOW PETAL,Unused item: XXX new effect for this item (seen in Gen VII to Gen VIII).,item,985,https://pokeapi.co/api/v2/item/985/,disallowed_pattern
ABYSSAL RUINS,Location: region Unova; listed in Gen V; 0 named areas; location index #428.,location,428,https://pokeapi.co/api/v2/location/428/,disallowed_pattern
